,Artist ID,Artist name,Album ID,Album name,Album release date,Track ID,Track name,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
208,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5z2yHjVO0vVLaFodbgdtJf,Zero,2018-12-21,31xUIiUCZxruoNhour84BR,Issaqbaazi,0.652,0.72,-8.62,1,0.0788,0.266,0,0.0495,0.523,145.01,320475,4
209,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5z2yHjVO0vVLaFodbgdtJf,Zero,2018-12-21,70H2wVmlgHTGtQyrdodCjT,Husn Parcham,0.737,0.887,-5.017,1,0.1,0.0335,0.000168,0.0604,0.423,102.028,186602,4
210,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5z2yHjVO0vVLaFodbgdtJf,Zero,2018-12-21,1tVAkZvUfcg77UZfAtMaiu,Ann Bann,0.593,0.544,-9.391,0,0.0442,0.336,0.000855,0.119,0.189,89.933,274971,4
211,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5z2yHjVO0vVLaFodbgdtJf,Zero,2018-12-21,4pvWJ4u5cQ5Mmb123iA6hj,Tanha Hua,0.697,0.827,-4.69,0,0.0541,0.255,8.08e-05,0.113,0.371,116.042,242556,4
212,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5z2yHjVO0vVLaFodbgdtJf,Zero,2018-12-21,3r1BaI4NOHBOO2qUMsDXJs,Heer Badnaam,0.837,0.724,-5.525,1,0.11,0.116,0.0005,0.0676,0.343,95.01,140764,4
213,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5z2yHjVO0vVLaFodbgdtJf,Zero,2018-12-21,5JpV9V0fx7M8kF9nQayJ44,Duma Dam Mast Kalandar,0.695,0.933,-4.703,1,0.0759,0.177,0,0.0552,0.827,123.984,133027,4
214,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,1HBGWNyoRJhxvsfO8LLFDo,Chogada,0.359,0.972,-3.452,1,0.109,0.136,2.52e-06,0.14,0.595,62.914,249742,4
215,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,5SVpD60u9vjoQ2OeoKsTkb,Akh Lad Jaave,0.867,0.705,-3.893,0,0.0522,0.00452,0,0.0868,0.285,94.985,180176,4
216,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,2mcUdL1m9JGqnkpnnfoD15,Tera Hua,0.426,0.688,-5.25,1,0.0443,0.351,0,0.0998,0.239,118.586,214002,5
217,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,0YJooLEHFKKjtwWSEaeHzX,Dholida,0.546,0.945,-3.031,1,0.213,0.144,0,0.0909,0.914,124.524,216251,4
218,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,2seZib5m8TPHm5FmgiUrvp,Rangtaari,0.514,0.923,-3.306,1,0.253,0.101,0,0.599,0.508,113.953,217242,3
219,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,3s1V1U2pLph50HvhsgRCF0,Loveyatri Title Song,0.506,0.919,-4.367,0,0.295,0.353,0,0.0626,0.879,176.808,152088,3
220,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,4udV7FMBt9Ndu6zoXmXqXZ,Chogada (Unplugged),0.293,0.402,-6.558,1,0.0283,0.815,0,0.137,0.284,97.014,240243,4
221,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,1cpvMv562WNWclqldRfHnw,Tera Hua (Unplugged),0.301,0.318,-7.046,1,0.0283,0.751,5.32e-06,0.161,0.245,103.451,230005,5
222,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2zkyMw73XzNXUQaXTb4cio,Loveyatri - A Journey Of Love,2018-10-03,14jSfsXObzCumwn8wX9amf,"Loveyatri Mashup(Remix By Lijo George,Dj Chetas)",0.439,0.927,-4.888,1,0.304,0.114,0,0.149,0.495,135.8,240223,4
223,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,1rinwuHEJlACLuDxihAlCu,Naino Ne Baandhi,0.294,0.705,-7.302,1,0.0488,0.548,0,0.113,0.548,81.463,241894,4
224,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,0btO09qXuAH1gg9rBMKLNG,Chad Gayi Hai,0.795,0.754,-5.461,1,0.198,0.38,0,0.13,0.595,99.94,185429,4
225,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,7kenjgEWu53n4Hs4KIFkq3,Ghar Layenge Gold,0.56,0.717,-5.978,1,0.104,0.437,0,0.185,0.488,91.02,203703,4
226,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,15OkdE9adecCR0rRsl1Go5,Monobina,0.723,0.7,-5.336,0,0.119,0.341,0,0.117,0.825,120.046,216398,4
227,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,4MuRdOtSd8IzWlOkT1znnf,Khel Khel Mein,0.747,0.882,-5.865,1,0.131,0.128,0,0.0701,0.63,127.991,192392,4
228,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,7kjGywt9Bfwa3FNkXlTEkt,Rasta Rasta,0.711,0.649,-8.348,0,0.0509,0.776,0,0.141,0.563,94.96,183589,4
229,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,3ZDGoGd0ZvDXp6pG3ZEFad,Jaaga Hindustan,0.566,0.698,-5.889,1,0.0376,0.648,1.02e-05,0.108,0.497,125.025,307618,4
230,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,3HCGxvfNvHuQPXbPSvG3RU,Bolte Parini,0.543,0.587,-6.304,1,0.0294,0.64,0,0.109,0.574,81.794,243659,4
231,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,5yh7NBdTdhdvtwU9QEsoNZ,Naino Ne Baandhi by Aakanksha Sharma,0.558,0.627,-7.241,1,0.0702,0.192,0,0.255,0.405,81.965,240732,4
232,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1qQ4CquENm72m7CeyFECQa,Gold,2018-08-20,7AwFOuVPLOJyCN6jUqmCFq,Naino Ne Baandhi by Arko,0.307,0.365,-9.64,1,0.0349,0.712,0,0.0746,0.556,78.498,231220,4
233,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6Ge1KHv60rahsZRq20kpjA,Kadhal Psycho - Groovedev Remix,2020-05-17,3yljexImyOcU765UvhtoLT,Kadhal Psycho - Groovedev Remix(Remix By Groovedev),0.89,0.849,-4.008,0,0.0672,0.0625,0.0463,0.255,0.768,99.998,146297,4
234,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1k73hF8e1ESkOYjTH37cwE,Psycho Saiyaan - Groovedev Remix,2020-05-17,6vuFwx61J0vVstv84Q7MOH,Psycho Saiyaan - Groovedev Remix(Remix By Groovedev),0.852,0.818,-4.051,0,0.0624,0.078,0.000941,0.29,0.642,99.965,146355,4
235,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6M5cx2WKzEeMD8FmTLOmH8,Psycho Saiyaan - Groovedev Remix,2020-05-17,3FyVSgEGQLP9OxlcT21dIS,Psycho Saiyaan - Groovedev Remix(Remix By Groovedev),0.848,0.839,-3.868,0,0.0693,0.0779,0.00142,0.196,0.72,100.002,146425,4
236,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6TSGvCAfEGSQ3Rsi9qwK8N,Psycho Saiyaan - Groovedev Remix,2020-05-17,28uQbchhlh62yEK0PEAc92,Psycho Saiyaan - Groovedev Remix(Remix By Groovedev),0.858,0.832,-3.993,0,0.0612,0.0518,0.000197,0.331,0.683,100.039,146146,4
237,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,3H3tos4526IDv4p66nG2KQ,"Dhvani Bhanushali Performance (From ""The Care Concert"")",2020-04-26,0ORMQxPHQ4lipZda7dIMYR,"Dhvani Bhanushali Performance (From ""The Care Concert"")",0.373,0.188,-15.285,1,0.0368,0.968,0.00217,0.248,0.376,87.8,565284,4
238,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7pJ7Czf42yFs6d96Aaeoe4,Angrezi Medium,2020-03-16,1oP3vl0ShM4XjpxYz5ZYNq,Ek Zindagi,0.688,0.609,-7.096,0,0.0495,0.0706,0,0.157,0.626,110.027,170089,4
239,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7pJ7Czf42yFs6d96Aaeoe4,Angrezi Medium,2020-03-16,1Gf74nU1W35iJXFKbOKucL,Nachan Nu Jee Karda,0.932,0.902,-1.947,1,0.1,0.013,6.9e-06,0.0638,0.653,110.007,167947,4
240,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7pJ7Czf42yFs6d96Aaeoe4,Angrezi Medium,2020-03-16,6WdPcMEhOeAmzBOJ1qADyL,Kudi Nu Nachne De,0.834,0.687,-7.494,1,0.0653,0.176,0,0.174,0.876,117.947,172382,4
241,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7pJ7Czf42yFs6d96Aaeoe4,Angrezi Medium,2020-03-16,7aZcZYqLEVq53PkNVXC1WI,Laadki,0.514,0.391,-9.302,1,0.0266,0.755,0,0.129,0.295,97.891,192926,1
242,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5kpWz0H1f704XmsdQ3RYa5,Mere Angne Mein,2020-03-09,4jnu5AGBIup4j0gm1v13f2,Mere Angne Mein,0.752,0.944,-3.37,1,0.0683,0.0506,0,0.225,0.737,131.072,187954,4
243,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,17P1oe8ZqvsKqrz4b2KWQJ,"Do You Love Me (From ""Baaghi 3"")",2020-02-27,4IZHFWBdQwdu8PLBfobkUF,"Do You Love Me (From ""Baaghi 3"")",0.791,0.719,-7.32,0,0.116,0.0142,0.0312,0.0944,0.535,169.99,162435,4
244,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6lzcoqhWkyU8srIpoTD03d,Swag Se Solo,2020-02-10,4VfufWXRfLmLaI4W95FYq4,Swag Se Solo,0.855,0.662,-3.508,1,0.0724,0.0225,0.0115,0.0361,0.451,104.953,108395,4
245,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7LxuCBJJmX2d0Y2sugZj79,"Sip Sip 2.0 (From ""Street Dancer 3D"")",2020-02-01,7Jo4yv6Iiwxla5z10lE1L9,"Sip Sip 2.0 (From ""Street Dancer 3D"")",0.842,0.877,-2.134,0,0.177,0.114,0.000225,0.0824,0.506,93.991,219970,4
246,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7HsXpmL57vZIHcXQgdqlRQ,Bala Bala Non Stop Remix,2020-01-29,5CsunBoGDvaWkjTPNBMdv6,Bala Bala Non Stop Remix,0.523,0.892,-3.488,1,0.0958,0.0708,2.21e-05,0.121,0.522,105.023,3052015,4
247,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,4FSDkGEXFPKgmrnxHNvp2Y,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",2020-01-27,0OcVZqIer0LLu3K8sdU5Yb,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",0.808,0.901,-1.944,1,0.0907,0.0205,0.000762,0.262,0.709,93.026,165582,4
248,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,4ZYQscKDvmTPD6Yc2WSUC4,Na Ja Tu,2020-01-11,5u1B3XG0RtFHCaTON42z4W,Na Ja Tu,0.727,0.729,-5.263,1,0.0349,0.34,0,0.276,0.547,104.985,187889,4
249,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1IhdPvFZylyjDPrMptV1nW,Taj Mahal Bhi Lage Fika,2019-12-27,1qeBNpkPAAJ89eJd8P6X5J,Taj Mahal Bhi Lage Fika,0.785,0.965,-3.822,1,0.0865,0.389,0,0.238,0.677,109.988,252204,4
250,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,3cK9AtRTNgQNfb2WzyhyYW,"Muqabla (From ""Street Dancer 3D"")",2019-12-21,28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")",0.804,0.913,-3.135,1,0.0933,0.0248,2.84e-05,0.391,0.544,119.993,176125,4
251,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,3Bg3fiWoS3JDC9mkCZ9XxU,"Muqabla (From ""Street Dancer 3D"") [Tamil]",2019-12-21,2IwpPKgQGzXIjGdJza2chX,"Muqabla (From ""Street Dancer 3D"") [Tamil]",0.804,0.921,-3.036,1,0.0884,0.0231,2.06e-06,0.361,0.501,120.002,176466,4
252,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,49ngLrp5ds0ZQT0WeVqSWP,"Muqabla (From ""Street Dancer 3D"") [Telugu]",2019-12-21,5LWtYEKVLEpk4FBdGhZKxy,"Muqabla (From ""Street Dancer 3D"") [Telugu]",0.821,0.907,-3.067,1,0.104,0.0207,2.31e-05,0.364,0.486,120.061,176477,4
253,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6CBvOAJkYbQbehRvq4nrcE,"Mummy Nu Pasand (From ""Jai Mummy Di"")",2019-12-17,74qF0JeFMVilMEeFDiQZ48,"Mummy Nu Pasand (From ""Jai Mummy Di"")",0.776,0.969,-0.079,0,0.105,0.0149,0.000153,0.352,0.802,94.018,184609,4
254,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1VY3JK9tAtGG1vrtLMNGR3,"Maana Dil (From ""Good Newwz"")",2019-12-09,7eua2ud1Wwhn3mefm6Y7Cn,Maana Dil,0.275,0.411,-3.817,1,0.0285,0.637,0,0.129,0.259,80.202,235610,4
255,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,44xoxDsjDnvZNQSUMdRtRA,"Jhalak Dikhla Jaa Reloaded (From ""The Body"")",2019-11-27,7nSTuuVgzhJuQjZhgDlzKl,"Jhalak Dikhla Jaa Reloaded (From ""The Body"")",0.758,0.911,-2.569,0,0.0488,0.0113,0.000954,0.561,0.329,111.965,147701,4
256,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5XpZ8f9vOmy94qJHhONVWN,"Thodi Jagah Female Version (From ""Marjaavaan"")",2019-11-27,2eDKLHc12ypRWzNhBHTj76,"Thodi Jagah Female Version [From ""Marjaavaan""]",0.578,0.437,-6.255,0,0.0249,0.633,0,0.0865,0.149,107.016,216229,4
257,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7EaEMxwMy8G91LdixzMGUI,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",2019-11-20,16NMvEYAus3qS1czInNNZl,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",0.818,0.972,-3.276,1,0.0802,0.318,3.72e-06,0.875,0.668,110.036,206913,4
258,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,27Op9fRK52N2axZVLTArCN,E Pyaar Ha,2019-11-20,6VqXMk8s8z5oJpJDokalwc,E Pyaar Ha,0.791,0.993,-1.91,1,0.0483,0.154,4.9e-06,0.317,0.766,106.016,197294,4
259,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,4c3IszwqbBtplyBxZc61rS,Yaad Piya Ki Aane Lagi,2019-11-16,0TkquWzzuxcrwbCWlTrKYF,Yaad Piya Ki Aane Lagi,0.858,0.833,-3.747,0,0.0471,0.375,0,0.112,0.693,107.977,256678,4
260,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,72oOl0ettLwTqL1qKEahud,"Raghupati Raghav Raja Ram (From ""Marjaavaan"")",2019-11-15,5y8bSTwIWU4oEVGH3gvECR,"Raghupati Raghav Raja Ram (From ""Marjaavaan"")",0.624,0.852,-5.267,0,0.0629,0.11,1.13e-05,0.0675,0.652,86.723,208446,4
261,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7mx4WDmLj9093qoqCkeSME,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",2019-11-11,7ofWUKeNCUw1P64ArIwG9b,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",0.8,0.972,-2.053,0,0.0405,0.15,0.00337,0.351,0.694,110.054,177383,4
262,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5N0CIGwmibo7wUvdm4LBz4,"Bimar Dil (From ""Pagalpanti"")",2019-11-08,0KZQko7rcau4ube5CfND9T,"Bimar Dil (From ""Pagalpanti"")",0.752,0.696,-4.648,1,0.0667,0.0244,1.35e-06,0.154,0.355,89.991,300278,4
263,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2ksLlxXs2BX99anWnNpSnf,"Haiya Ho (From ""Marjaavaan"")",2019-10-26,56uSTh3DbnRkPKtNznPRzL,"Haiya Ho (From ""Marjaavaan"")",0.735,0.831,-2.774,1,0.043,0.00985,1.97e-05,0.128,0.592,100.022,170781,4
264,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6Hn7pE4ifDReYCUyAVTLlW,"Aari Aari (From ""Satellite Shankar"")",2019-10-25,3CdJDwOsRoARBHW3iiwDCc,"Aari Aari (From ""Satellite Shankar"")",0.709,0.917,-2.987,1,0.0689,0.0987,1.6e-05,0.0461,0.546,101.967,225625,4
265,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5HEXpr4YmRwWTf8gtnaH3y,Nai Jaana,2019-10-24,0QYqUeDEtmDQZCGl6GaFOR,Nai Jaana,0.807,0.934,-2.19,0,0.0375,0.134,5.01e-06,0.129,0.735,99.982,223114,4
266,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7tNwmMdHCQAHCThUbkd652,"Tum Par Hum Hai Atke (From ""Pagalpanti"")",2019-10-24,0j6LeC4rexb63tw2IaY5Gq,"Tum Par Hum Hai Atke (From ""Pagalpanti"")",0.765,0.95,-2.409,1,0.0913,0.441,1.33e-05,0.342,0.882,130.011,178619,4
267,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,4DZ2mXEtUDsltgPqGwnRDd,"Thodi Jagah (From ""Marjaavaan"")",2019-10-18,3f0wz6zcA7XkQiGm0qNF5r,"Thodi Jagah (From ""Marjaavaan"")",0.621,0.467,-4.835,0,0.0273,0.632,0,0.0888,0.227,107.164,218048,4
268,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6z34S2JqkE2a90jSmsIzrW,Drive,2019-10-14,5gTGrfezepcKESyNSxFsss,Karma,0.809,0.766,-4.27,0,0.0891,0.0341,6.4e-05,0.564,0.817,117.986,146949,4
269,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6z34S2JqkE2a90jSmsIzrW,Drive,2019-10-14,1PABnSgMggdfNIMbUzIa4F,Makhna,0.696,0.704,-7.876,1,0.0423,0.167,0,0.155,0.426,124.972,183000,4
270,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6z34S2JqkE2a90jSmsIzrW,Drive,2019-10-14,7boVg4kbJBrMZvzDU2aXro,Prem Pujari,0.749,0.918,-4.762,1,0.0629,0.168,5.19e-06,0.0965,0.762,120.023,183500,4
271,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6z34S2JqkE2a90jSmsIzrW,Drive,2019-10-14,21mYH2TPs5IWGkFSHvLufJ,Black Car,0.824,0.652,-8.664,0,0.148,0.0729,0,0.46,0.434,99.976,165600,4
272,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6z34S2JqkE2a90jSmsIzrW,Drive,2019-10-14,2IWEcT5C0bXTxWtUfgAi8q,Tu Jaanta Nahi,0.523,0.808,-8.166,1,0.273,0.00727,0,0.407,0.556,189.995,159158,4
273,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,0g1uKv2mWhI5rt1FSeYmcb,"Ek Toh Kum Zindagani (From ""Marjaavaan"")",2019-10-10,6oDHAjaJJjwwgoAuMIeY9K,"Ek Toh Kum Zindagani (From ""Marjaavaan"")",0.668,0.965,-2.293,1,0.091,0.0579,0.000867,0.0566,0.722,128.012,190346,4
274,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2HSFoyWN8n9c3f2SMceRrO,"Makhna (From ""Drive"")",2019-10-03,0ZHILXmUaVSLEOCWxPQ1ga,Makhna,0.696,0.704,-7.876,1,0.0423,0.167,0,0.155,0.426,124.972,183000,4
275,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2U6lo5hLVsWCFFR5zmCvTV,Mission Mangal,2019-09-12,6mM8zENT9FL2glNkeagsqs,Dil Mein Mars Hai,0.839,0.804,-5.925,0,0.132,0.0697,0.000914,0.162,0.737,132.021,185455,4
276,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2U6lo5hLVsWCFFR5zmCvTV,Mission Mangal,2019-09-12,6xUti56djCbCFskDaGu2Hp,Shaabaashiyaan,0.423,0.542,-5.729,1,0.0287,0.458,1.83e-05,0.144,0.125,123.904,280161,4
277,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2U6lo5hLVsWCFFR5zmCvTV,Mission Mangal,2019-09-12,6iRhEz7ADh4SG12zZvrlbs,Tota Udd,0.854,0.902,-3.542,1,0.109,0.0304,0.00786,0.0887,0.791,95.032,167368,4
278,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,6lgoBrZz889jkEyVXTvlKb,Maaserati,2019-09-04,7lP1ypGZxlNgsZzjkBG7ij,Maaserati,0.925,0.737,-2.696,1,0.0923,0.175,0,0.0375,0.755,137.921,150435,4
279,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5uRN1MDHR5kvQKQJZxSSKY,Khud Se Zyada,2019-08-21,1vBE1z8mudo2Oob531MabR,Khud Se Zyada,0.765,0.793,-4.855,1,0.0385,0.251,1.87e-06,0.14,0.315,126.988,208701,4
280,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5ztzCGOCk34UhXuDMDpyVp,"Ho Jaa Awara (From ""Pal Pal Dil Ke Paas"")",2019-08-20,1Mh5QtDmljk95Zqr6sQceA,Ho Jaa Awara,0.306,0.75,-6.306,1,0.0498,0.322,0,0.106,0.384,93.619,230526,4
281,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2dvppS8UvVL8yUB0wVmZMs,"Tota Udd (From ""Mission Mangal"")",2019-08-15,0qXrd649dZwRM2ZuiZFmQR,Tota Udd,0.854,0.902,-3.542,1,0.109,0.0304,0.00786,0.0887,0.791,95.032,167368,4
282,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,32rOsuQ9l3aQM5V9Cce2Po,"Dhoonde Akhiyaan (From ""Jabariya Jodi"")",2019-07-18,4J95lPA0dj6HVDs4zwo2jn,Dhoonde Akhiyaan,0.691,0.734,-5.393,1,0.0324,0.447,1.07e-06,0.114,0.847,95.026,275400,4
283,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,3Q8ydcSlU4QA8a7GCkU51y,"Kadhal Psycho (From ""Saaho"")",2019-07-08,36BwgojDYh1SOmZ6gG7WqR,"Kadhal Psycho (From ""Saaho"")",0.904,0.75,-2.592,0,0.0639,0.0493,0.000295,0.0637,0.773,95.072,166372,4
284,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,5qriE8k5TQuWLXKKnyxjDF,"Psycho Saiyaan (From ""Saaho"")",2019-07-08,2IbRKQwgiyvXY1yVq8GuA3,"Psycho Saiyaan (From ""Saaho"")",0.785,0.746,-2.672,0,0.149,0.0916,1.98e-05,0.121,0.864,189.988,166294,4
285,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,1sywArD1z0FvcfsN1MK9GE,"Psycho Saiyaan (From ""Saaho"")",2019-07-08,3ZjMdVOWxQ53FKrmkgCv95,"Psycho Saiyaan (From ""Saaho"")",0.785,0.722,-2.604,0,0.158,0.0363,4.24e-06,0.452,0.848,189.857,166461,4
286,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7fUiQqIRsBeN1DPDdGbGUZ,"Psycho Saiyaan (From ""Saaho"")",2019-07-08,6Y9HEW9aW07mEzlwfskc0z,"Psycho Saiyaan (From ""Saaho"")",0.884,0.735,-2.344,1,0.074,0.0814,7.43e-06,0.123,0.762,95.065,166472,4
287,4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,7C3YPI8pADu4uW2Ro7P2QT,Ve Maahi - Deepshikha Raina Version,2019-06-11,4WOpIlHpu0nYPyJia43nrB,Ve Maahi - Deepshikha Raina Version,0.675,0.499,-8.283,1,0.0245,0.558,0,0.143,0.377,99.943,199869,4
288,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,0XGCL8zBp3Ncw7bqmzyzu9,Bollywood Hits Top 10,2019-11-08,1yuvLpLxjjTzNy28Wa63Uf,La La La,0.755,0.647,-7.721,0,0.0378,0.281,0,0.565,0.454,99.992,187200,4
289,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,0XGCL8zBp3Ncw7bqmzyzu9,Bollywood Hits Top 10,2019-11-08,1O4coSSXtT9e7Na8XGwVff,Murshida,0.329,0.432,-6.562,1,0.0307,0.733,0,0.295,0.496,80.902,325908,4
290,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,0XGCL8zBp3Ncw7bqmzyzu9,Bollywood Hits Top 10,2019-11-08,0NnaDlYvjuE6lpnGynSxTm,Chhod Diya,0.498,0.666,-6.176,0,0.0483,0.616,0,0.122,0.394,88.969,319551,4
291,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,0XGCL8zBp3Ncw7bqmzyzu9,Bollywood Hits Top 10,2019-11-08,7ozoEaTiMg9hzmbpjJLcdb,Hind Mere Jind,0.504,0.391,-10.8,1,0.0307,0.479,0.0576,0.0955,0.251,74.98,314369,4
292,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,0XGCL8zBp3Ncw7bqmzyzu9,Bollywood Hits Top 10,2019-11-08,1lHtbubMugozM6RYrHDfdG,Aao Na,0.528,0.769,-6.48,1,0.0417,0.00925,0,0.109,0.529,135.992,255791,4
293,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,0XGCL8zBp3Ncw7bqmzyzu9,Bollywood Hits Top 10,2019-11-08,7kiSTp5sh2c5cXFt3Q15he,Gulon Mein Rang Bhare,0.516,0.421,-10.27,1,0.0369,0.492,0.000507,0.14,0.205,87.87,315385,4
